scenario,scenarioLabel,throttlingProfile,throttlingLabel,requiresAuth,runIndex,timestamp,navigationDurationMs,browserFcpMs,browserLcpMs,ttfbMs,domContentLoadedMs,domInteractiveMs,loadEventMs,redirectTimeMs,dnsLookupMs,tcpConnectMs,tlsNegotiationMs,transferSizeBytes,decodedBodySizeBytes,encodedBodySizeBytes,jsHeapUsedSizeMB,jsHeapTotalSizeMB,scriptDurationMs,taskDurationMs,layoutDurationMs,totalPayloadKB,totalPayloadBytes,totalRequests,htmlDocumentKB,htmlDocumentRequests,jsPayloadKB,jsRequests,apiPayloadKB,apiRequests,cssPayloadKB,cssRequests,staticAssetKB,staticAssetRequests,lh_performanceScore,lh_fcpMs,lh_lcpMs,lh_ttiMs,lh_tbtMs,lh_cls,lh_speedIndex,lh_serverResponseTime
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,31,2026-04-01T04:47:24.364Z,4761,1074.5999999940395,,198.19999998807907,1151.5,815.8000000119209,1154.2000000178814,0,36.30000001192093,114.2999999821186,60.099999994039536,11003,31646,10703,13.35,29.3,112.53,359.84,17.82,1300.98,1332207,130,15.04,2,755.7,100,236.62,13,25.88,4,267.75,10,100,117.323,117.323,117.323,0,0,51,0.17300000000000004
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,32,2026-04-01T04:47:30.683Z,4182,1088.7999999821186,,202.7000000178814,1112.699999988079,879.5999999940395,1124.199999988079,0,30.69999998807907,96.09999999403954,51.29999998211861,11003,31646,10703,17.61,29.8,123.12,389.16,19.26,1161.54,1189418,127,14.96,2,755.66,100,236.23,13,25.9,4,128.79,7,100,132.814,132.814,132.814,0,0,47,0.15900000000000003
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,33,2026-04-01T04:47:37.094Z,4267,1083.800000011921,,259.5,1091,894.3000000119209,1120,0,39.400000005960464,101.5,55.099999994039536,11003,31646,10703,13.23,30.55,114.38,348.79,17.73,1141.09,1168477,133,14.98,2,755.63,100,236.6,13,25.91,4,107.97,13,100,357.167,357.167,360.313,0,0,301,241.078
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,34,2026-04-01T04:47:43.937Z,4689,1235.2000000178814,,266.39999997615814,1311.9000000059605,961.8000000119209,1314.7000000178814,0,108.09999999403954,101.90000000596046,51.69999998807907,11003,31646,10703,13.23,29.8,111.15,371.71,21.85,1429.25,1463548,138,14.97,2,755.73,100,237.04,13,25.88,4,395.63,18,100,95.498,95.498,98.004,0,0,47,0.146
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,35,2026-04-01T04:47:50.933Z,4853,1303.5,,420.90000000596046,1410.2000000178814,1258,1412.9000000059605,0,115.2000000178814,105.5,55.70000001788139,11003,31646,10703,13.23,30.3,114.84,356.24,17.84,1217.17,1246382,133,14.97,2,755.6,100,236.33,13,25.88,4,184.38,13,100,97.204,97.204,101.026,0,0,39,0.134
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,36,2026-04-01T04:47:58.183Z,5114,1272.2000000178814,,368.59999999403954,1350.4000000059605,1090.9000000059605,1353.1000000238419,0,32.39999997615814,113.30000001192093,59.80000001192093,11003,31646,10703,17.85,29.8,115.75,389.88,18.66,1259.62,1289848,133,14.95,2,755.65,100,236.75,13,25.9,4,226.36,13,100,95.652,95.652,101.106,0,0,46,0.15400000000000003
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,37,2026-04-01T04:48:05.721Z,5401,1196.300000011921,,405.90000000596046,1211.4000000059605,953.5,1225.7000000178814,0,34.70000001788139,87.69999998807907,43.099999994039536,11003,31646,10703,17.93,29.8,131.3,391.92,20.54,1159.49,1187322,129,14.97,2,755.7,100,236.87,13,25.88,4,126.06,9,100,201.536,201.536,201.536,0,0,56,0.13799999999999998
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,38,2026-04-01T04:48:12.494Z,4623,1204.5,,209.09999999403954,1282.7999999821186,970.5,1285.5,0,56.69999998807907,91.90000000596046,47,11003,31646,10703,13.23,30.05,119.19,361.54,20.61,1246.11,1276021,132,14.93,2,755.76,100,236.2,13,25.9,4,213.33,12,100,99.272,99.272,102.929,0,0,49,0.15000000000000002
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,39,2026-04-01T04:48:20.556Z,5901,2202.5,,336.19999998807907,2236.800000011921,2031.9000000059605,2239.699999988079,0,1086.5999999940395,101,53.5,11003,31646,10703,13.34,29.55,121.94,352.47,19.74,1105.95,1132493,127,14.94,2,755.68,100,236.92,13,25.88,4,72.54,7,100,100.586,100.586,113.24,0,0,45,0.193
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,40,2026-04-01T04:48:27.629Z,4924,1150.9000000059605,,223.40000000596046,1259.9000000059605,924.2000000178814,1290.300000011921,0,31.900000005960464,180,48.5,11003,31646,10703,16.21,29.05,119.97,369.26,19.87,1316.42,1348019,132,15.04,2,755.61,100,236.54,13,25.89,4,283.34,12,100,117.336,117.336,117.336,0,0,45,0.16600000000000004
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,41,2026-04-01T04:48:34.400Z,4625,1326.699999988079,,438.10000002384186,1350.9000000059605,1112.2999999821186,1367.4000000059605,0,66.89999997615814,97.90000000596046,51.19999998807907,11003,31646,10703,13.15,29.55,114.6,384.12,19.58,1211.97,1241054,135,14.96,2,755.66,100,236.85,13,25.9,4,178.6,15,100,99.787,99.787,102.95,0,0,46,0.15400000000000003
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,42,2026-04-01T04:48:40.789Z,4237,1157.7000000178814,,376.7000000178814,1230.7000000178814,932.3000000119209,1233.5,0,34.70000001788139,98.09999999403954,51.19999998807907,11003,31646,10703,13.24,29.55,120.57,387.85,19.55,1254.67,1284782,134,14.95,2,755.67,100,236.64,13,25.89,4,221.51,14,100,97.738,97.738,100.792,0,0,43,0.141
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,43,2026-04-01T04:48:47.288Z,4337,1101.3999999761581,,245.5,1135.2999999821186,848.3999999761581,1138.3999999761581,0,34.19999998807907,104.19999998807907,55,11003,31646,10703,13.23,29.8,123.12,365.14,20.08,1162.83,1190734,130,15.06,2,755.69,100,236.71,13,25.88,4,129.48,10,100,98.682,98.682,100.788,0,0,45,0.15500000000000003
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,44,2026-04-01T04:48:54.808Z,5376,1046.4000000059605,,155.40000000596046,1082.0999999940395,859.8000000119209,1115.9000000059605,0,33.400000005960464,140.90000000596046,98.40000000596046,11003,31646,10703,13.49,30.05,107.84,353,17.25,1208.05,1237042,142,15.04,2,755.57,100,237.02,13,25.88,4,174.54,22,100,96.143,96.143,345.605,0,0,46,0.15400000000000003
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,45,2026-04-01T04:49:02.241Z,5292,1235,,232.80000001192093,1323.7999999821186,932.5999999940395,1326.7999999821186,0,34.099999994039536,93.59999999403954,48.80000001192093,11003,31646,10703,13.49,30.05,132.45,390.89,22.78,1224.17,1253554,136,14.97,2,755.66,100,237.16,13,25.91,4,190.48,16,100,330.314,330.314,330.314,0,0,73,0.184
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,46,2026-04-01T04:49:09.095Z,4708,1083.5,,181.10000002384186,1220.7000000178814,1046.7000000178814,1223.6000000238419,0,35.79999998211861,83.5,42.400000005960464,11003,31646,10703,13.23,30.05,112.25,362.12,17.15,1134.94,1162177,134,14.97,2,755.54,100,236.59,13,25.88,4,101.95,14,100,118.72,118.72,118.72,0,0,44,0.16
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,47,2026-04-01T04:49:15.092Z,3855,1137.9000000059605,,268.09999999403954,1205.800000011921,960.0999999940395,1208.5,0,39.400000005960464,117.80000001192093,53.70000001788139,11003,31646,10703,13.07,30.05,115.14,348.26,19.36,1167.13,1195138,132,14.97,2,755.55,100,236.6,13,25.89,4,134.11,12,100,218.161,218.161,218.161,0,0,58,0.15100000000000002
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,48,2026-04-01T04:49:22.324Z,5088,1300.699999988079,,306.90000000596046,1387.4000000059605,1026.2999999821186,1390.2999999821186,0,60.69999998807907,149.30000001192093,52.10000002384186,11003,31646,10703,14.56,29.3,112.03,374.45,21.63,1175.04,1203238,132,14.95,2,755.48,100,236.5,13,25.88,4,142.22,12,100,124.504,124.504,124.504,0,0,43,0.14800000000000002
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,49,2026-04-01T04:49:28.659Z,4186,960.9000000059605,,196.80000001192093,972.3000000119209,734.5999999940395,993.3000000119209,0,38.099999994039536,89.30000001192093,46.599999994039536,11003,31646,10703,13.22,29.8,113.4,357.18,18.17,1256.83,1286996,133,14.96,2,755.61,100,236.27,13,25.9,4,224.09,13,100,385.905,385.905,385.905,0,0,84,0.14100000000000001
prototype,Kestrel-Kit (Prototyp),cable,Cable (Referenz),true,50,2026-04-01T04:49:35.787Z,4986,1134.6000000238419,,373.30000001192093,1160,964.3000000119209,1163,0,35.5,87.80000001192093,47.70000001788139,11003,31646,10703,14.62,31.8,106.17,328.45,18.31,1173.56,1201721,133,15.03,2,755.44,100,236.96,13,25.89,4,140.22,13,100,148.511,148.511,148.511,0,0,53,0.14900000000000002
baseline,Legacy (Baseline 1),cable,Cable (Referenz),true,1,2026-04-01T05:15:30.569Z,3877,894.3000000119209,,284.2000000178814,1162.5999999940395,889.8000000119209,1167.4000000059605,0,34.400000005960464,116.09999999403954,53.900000005960464,14451,46644,14151,10.12,18.8,100.73,288.91,20.76,838.03,858146,100,18.48,2,566.57,76,106.05,8,61.14,4,77.38,7,73,2485.519,2485.519,2503.893,0,0,2437,289.385
baseline,Legacy (Baseline 1),cable,Cable (Referenz),true,2,2026-04-01T05:15:35.311Z,2613,955.1999999880791,,261.19999998807907,1186.5999999940395,950.5999999940395,1201.9000000059605,0,31.5,165.2999999821186,126,14445,46638,14145,11.61,18.8,76.5,249.04,19.53,829.25,849155,96,18.4,2,566.5,76,105.81,7,61.17,4,77.37,7,100,345.073,345.073,398.905,0,0,335,253.33
baseline,Legacy (Baseline 1),cable,Cable (Referenz),true,3,2026-04-01T05:15:40.236Z,2778,1007,,190.89999997615814,1309,1001.7000000178814,1313.5,0,169.90000000596046,84.30000001192093,44.30000001192093,14450,46640,14150,11.57,18.8,78.69,255.65,20.84,829.39,849300,96,18.4,2,566.6,76,105.81,7,61.2,4,77.38,7,100,344.167,344.167,374.797,0,0,312,233.88299999999998
