runIndex,resourceType,requestCount,sizeBytes,sizeKB,cachedCount
23,Font,2,45526,44.46,0
23,Other,4,32654,31.89,0
23,Image,1,1049,1.02,0
23,Fetch,6,107936,105.41,0
23,XHR,1,423,0.41,0
24,Document,2,18912,18.47,0
24,Script,76,580201,566.6,0
24,Stylesheet,4,62645,61.18,0
24,Font,2,45526,44.46,0
24,Other,4,32656,31.89,0
24,Image,1,1048,1.02,0
24,Fetch,6,107951,105.42,0
24,XHR,1,423,0.41,0
25,Document,2,18957,18.51,0
25,Script,76,580214,566.62,0
25,Stylesheet,4,62645,61.18,0
25,Font,2,45526,44.46,0
25,Other,4,32656,31.89,0
25,Image,1,1048,1.02,0
25,Fetch,6,107947,105.42,0
25,XHR,1,423,0.41,0
26,Document,2,18885,18.44,0
26,Script,76,580198,566.6,0
26,Stylesheet,4,62643,61.17,0
26,Font,2,45526,44.46,0
26,Other,4,32665,31.9,0
26,Image,1,1049,1.02,0
26,Fetch,6,107923,105.39,0
26,XHR,1,423,0.41,0
27,Document,2,18929,18.49,0
27,Script,76,580210,566.61,0
27,Stylesheet,4,62682,61.21,0
27,Font,2,45526,44.46,0
27,Other,4,32664,31.9,0
27,Image,1,1049,1.02,0
27,Fetch,6,107934,105.4,0
27,XHR,1,423,0.41,0
28,Document,2,18851,18.41,0
28,Script,76,580155,566.56,0
28,Stylesheet,4,62592,61.13,0
28,Font,2,45526,44.46,0
28,Other,4,32647,31.88,0
28,Image,1,1049,1.02,0
28,Fetch,6,107918,105.39,0
28,XHR,1,423,0.41,0
29,Document,2,18877,18.43,0
29,Script,76,580168,566.57,0
29,Stylesheet,4,62636,61.17,0
29,Font,2,45526,44.46,0
29,Other,4,32658,31.89,0
29,Image,1,1048,1.02,0
29,Fetch,7,108192,105.66,0
29,XHR,1,423,0.41,0
29,Ping,2,8611,8.41,0
29,Preflight,1,0,0,0
30,Document,2,18937,18.49,0
30,Script,76,580252,566.65,0
30,Stylesheet,4,62634,61.17,0
30,Font,2,45526,44.46,0
30,Other,4,32666,31.9,0
30,Image,1,1049,1.02,0
30,Fetch,6,107939,105.41,0
30,XHR,1,423,0.41,0
31,Document,2,18910,18.47,0
31,Script,76,580138,566.54,0
31,Stylesheet,4,62682,61.21,0
31,Font,2,45526,44.46,0
31,Other,4,32666,31.9,0
31,Image,1,1049,1.02,0
31,Fetch,7,108170,105.63,0
31,XHR,1,423,0.41,0
31,Ping,2,8601,8.4,0
31,Preflight,1,0,0,0
32,Document,2,18871,18.43,0
32,Script,76,580182,566.58,0
32,Stylesheet,4,62643,61.17,0
32,Font,2,45526,44.46,0
32,Other,4,32668,31.9,0
32,Image,1,1049,1.02,0
32,Fetch,6,107948,105.42,0
32,XHR,1,423,0.41,0
33,Document,2,18869,18.43,0
33,Script,76,580145,566.55,0
33,Stylesheet,4,62640,61.17,0
33,Font,2,45526,44.46,0
33,Other,4,32663,31.9,0
33,Image,1,1049,1.02,0
33,Fetch,6,107939,105.41,0
33,XHR,1,423,0.41,0
34,Document,2,18865,18.42,0
34,Script,76,580153,566.56,0
34,Stylesheet,4,62682,61.21,0
34,Font,2,45526,44.46,0
34,Other,4,32657,31.89,0
34,Image,1,1049,1.02,0
34,Fetch,6,107938,105.41,0
34,XHR,1,423,0.41,0
35,Document,2,18840,18.4,0
35,Script,76,580167,566.57,0
35,Stylesheet,4,62647,61.18,0
35,Font,2,45526,44.46,0
35,Other,4,32656,31.89,0
35,Image,1,1049,1.02,0
35,Fetch,6,107930,105.4,0
35,XHR,1,423,0.41,0
36,Document,2,18878,18.44,0
36,Script,76,580166,566.57,0
36,Stylesheet,4,62682,61.21,0
36,Font,2,45526,44.46,0
36,Other,4,32661,31.9,0
36,Image,1,1049,1.02,0
36,Fetch,7,108202,105.67,0
36,XHR,1,423,0.41,0
36,Ping,2,8610,8.41,0
36,Preflight,1,0,0,0
37,Document,2,18870,18.43,0
37,Script,76,580281,566.68,0
37,Stylesheet,4,62635,61.17,0
37,Font,2,45526,44.46,0
37,Other,4,32655,31.89,0
37,Image,1,1049,1.02,0
37,Fetch,6,107941,105.41,0
37,XHR,1,423,0.41,0
37,Ping,1,4314,4.21,0
38,Document,2,18875,18.43,0
38,Script,76,580188,566.59,0
38,Stylesheet,4,62681,61.21,0
38,Font,2,45526,44.46,0
38,Other,4,32667,31.9,0
38,Image,1,1048,1.02,0
38,Fetch,7,108184,105.65,0
38,XHR,1,423,0.41,0
38,Ping,2,8609,8.41,0
38,Preflight,1,0,0,0
39,Document,2,18873,18.43,0
