scenario,scenarioLabel,throttlingProfile,throttlingLabel,requiresAuth,runIndex,timestamp,navigationDurationMs,browserFcpMs,browserLcpMs,ttfbMs,domContentLoadedMs,domInteractiveMs,loadEventMs,redirectTimeMs,dnsLookupMs,tcpConnectMs,tlsNegotiationMs,transferSizeBytes,decodedBodySizeBytes,encodedBodySizeBytes,jsHeapUsedSizeMB,jsHeapTotalSizeMB,scriptDurationMs,taskDurationMs,layoutDurationMs,totalPayloadKB,totalPayloadBytes,totalRequests,htmlDocumentKB,htmlDocumentRequests,jsPayloadKB,jsRequests,apiPayloadKB,apiRequests,cssPayloadKB,cssRequests,staticAssetKB,staticAssetRequests,lh_performanceScore,lh_fcpMs,lh_lcpMs,lh_ttiMs,lh_tbtMs,lh_cls,lh_speedIndex,lh_serverResponseTime
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,29,2026-04-01T05:46:59.338Z,2403,684.7999999821186,,131.2000000178814,943.1999999880791,679.8999999761581,952.3999999761581,0,33.5,85.7999999821186,45.900000005960464,13233,40143,12933,9.98,19.3,75.8,255.23,20.21,857.13,877702,100,17.36,2,575.57,77,105.83,7,72.37,6,86,8,80,187.391,220.978,326.832,0,0.4664657738095238,178,110.349
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,30,2026-04-01T05:47:04.085Z,2592,805.1999999880791,,104.60000002384186,1132.699999988079,801.9000000059605,1142.699999988079,0,38.599999994039536,95.59999999403954,50.79999998211861,13233,40143,12933,10.56,19.05,82.26,268.19,19.78,857.18,877752,100,17.35,2,575.6,77,105.82,7,72.39,6,86.01,8,100,176.617,176.617,247.266,0,0.00396577380952381,171,99.47399999999999
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,31,2026-04-01T05:47:08.778Z,2545,776.4000000059605,,89.89999997615814,1097,772.8000000119209,1107.6000000238419,0,34.70000001788139,99.39999997615814,52.599999994039536,13233,40143,12933,10.56,19.05,81.58,268.51,20.73,857.26,877836,100,17.47,2,575.58,77,105.81,7,72.39,6,86.01,8,100,176.789,176.789,215.836,0,0.00396577380952381,173,99.791
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,32,2026-04-01T05:47:14.949Z,4032,852.4000000059605,,152.80000001192093,1142.5,849.3000000119209,1151.7000000178814,0,75,109.40000000596046,49.599999994039536,13231,40141,12931,12.81,19.3,103.92,300.8,20.12,865.8,886578,104,17.41,2,575.52,77,106.06,8,72.39,6,86.01,8,100,183.519,183.519,227.078,0,0.00396577380952381,175,105.307
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,33,2026-04-01T05:47:19.504Z,2419,757.8999999761581,,118.19999998807907,957.7999999821186,750.5999999940395,966.2999999821186,0,55.5,100.5,51.39999997615814,13233,40143,12933,11.61,19.05,78.83,269.05,19.57,857.21,877780,100,17.36,2,575.57,77,105.81,7,72.39,6,86.07,8,100,411.147,411.147,453.52,0,0.00396577380952381,401,314.981
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,34,2026-04-01T05:47:24.229Z,2579,868.8999999761581,,95.7999999821186,1104.8999999761581,856,1113.8999999761581,0,31.600000023841858,161.7999999821186,104.90000000596046,13235,40145,12935,11.63,19.05,82.5,274.74,19.84,857.16,877730,100,17.33,2,575.48,77,105.82,7,72.45,6,86.08,8,100,168.528,168.528,210.078,0,0.00396577380952381,160,96.523
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,35,2026-04-01T05:47:30.303Z,3932,828.5,,94.09999999403954,1044.9000000059605,825.5999999940395,1053.5999999940395,0,32.900000005960464,158.40000000596046,115.30000001192093,13235,40145,12935,12.83,19.05,94.53,284.82,19.06,865.96,886738,104,17.43,2,575.52,77,106.08,8,72.45,6,86.06,8,80,173.725,207.398,216.429,0,0.4664657738095238,165,96.744
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,36,2026-04-01T05:47:37.288Z,4842,786.2999999821186,,103,1668.199999988079,782.7999999821186,1684.7999999821186,0,35,104.5,51.400000005960464,13231,40141,12931,10.14,19.55,116.24,324.64,19.16,865.86,886639,104,17.34,2,575.53,77,106.07,8,72.44,6,86.07,8,100,192.455,192.455,234.318,0,0.00396577380952381,188,113.98599999999999
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,37,2026-04-01T05:47:41.871Z,2441,687.0999999940395,,101.39999997615814,970.4000000059605,679.5999999940395,978.5999999940395,0,37.400000005960464,104.39999997615814,51.89999997615814,13235,40145,12935,11.71,19.05,75.33,255.11,20.09,857.08,877654,100,17.35,2,575.5,77,105.81,7,72.41,6,86.02,8,100,182.446,182.446,226.412,0,0.00396577380952381,179,106.423
baseline2,Legacy (Baseline 2),cable,Cable (Referenz),true,38,2026-04-01T05:47:48.409Z,4408,744.8999999761581,,88.09999999403954,1557.8999999761581,741.1999999880791,1566.699999988079,0,31.600000023841858,105.39999997615814,60.29999998211861,13235,40145,12935,11.79,19.3,100.78,301.93,20.02,865.86,886643,104,17.36,2,575.5,77,106.06,8,72.45,6,86.07,8,100,401.53,401.53,443.077,0,0.00396577380952381,399,299.96
