runIndex,resourceType,requestCount,sizeBytes,sizeKB,cachedCount
48,Font,2,45529,44.46,0
48,Image,1,1049,1.02,0
48,Other,4,32665,31.9,0
48,Fetch,8,108466,105.92,0
48,Ping,4,17219,16.82,0
48,XHR,1,425,0.42,0
48,Preflight,2,0,0,0
49,Document,2,18911,18.47,0
49,Script,76,580470,566.87,0
49,Stylesheet,4,62603,61.14,0
49,Font,2,45529,44.46,0
49,Image,1,1049,1.02,0
49,Other,4,32665,31.9,0
49,Fetch,8,108457,105.92,0
49,Ping,4,17224,16.82,0
49,XHR,1,425,0.42,0
49,Preflight,2,0,0,0
50,Document,2,18953,18.51,0
50,Script,76,580399,566.8,0
50,Stylesheet,4,62643,61.17,0
50,Font,2,45529,44.46,0
50,Image,1,1049,1.02,0
50,Other,4,32670,31.9,0
50,Fetch,8,108471,105.93,0
50,Ping,4,17222,16.82,0
50,XHR,1,425,0.42,0
50,Preflight,2,0,0,0
