runIndex,timestamp,coldPayloadKB,coldRequests,cold_htmlDocumentKB,cold_jsPayloadKB,cold_apiPayloadKB,cold_cssPayloadKB,cold_staticAssetKB,warmNavigationMs,warmPayloadKB,warmRequests,warmCachedRequests,warmNetworkRequests,warmNetworkPayloadKB,warm_htmlDocumentKB,warm_jsPayloadKB,warm_apiPayloadKB,warm_cssPayloadKB,warm_staticAssetKB,warmTtfbMs,warmDomContentLoadedMs,warmTransferSizeBytes,cacheHitRate,payloadReductionPct
29,2026-04-01T07:43:04.820Z,865.92,104,17.38,575.72,106.08,72.36,85.96,1201,38.95,96,2,94,38.95,17.33,2.49,19.12,0,0,76.40000000596046,188.40000000596046,13248,2.1,95.5
30,2026-04-01T07:43:13.243Z,866,104,17.4,575.77,106.09,72.36,85.97,1166,38.29,96,2,94,38.29,17.36,1.81,19.12,0,0,79.69999998807907,157.09999999403954,13246,2.1,95.6
31,2026-04-01T07:43:21.562Z,866,104,17.44,575.74,106.08,72.36,85.97,1356,38.77,96,2,94,38.77,17.29,2.35,19.13,0,0,125.09999999403954,233.10000002384186,13248,2.1,95.5
32,2026-04-01T07:43:29.830Z,865.95,104,17.37,575.75,106.09,72.36,85.97,1194,38.24,96,2,94,38.24,17.32,1.81,19.11,0,0,102,184.90000000596046,13248,2.1,95.6
33,2026-04-01T07:43:38.004Z,865.9,104,17.36,575.73,106.09,72.36,85.96,1185,38.29,96,2,94,38.29,17.36,1.81,19.12,0,0,95.09999999403954,176.90000000596046,13246,2.1,95.6
34,2026-04-01T07:43:46.304Z,865.91,104,17.44,575.68,106.09,72.32,85.96,1195,38.75,96,2,94,38.75,17.28,2.35,19.12,0,0,87.2000000178814,186.90000000596046,13246,2.1,95.5
35,2026-04-01T07:43:54.743Z,865.94,104,17.44,575.68,106.08,72.36,85.97,1170,38.25,96,2,94,38.25,17.32,1.81,19.12,0,0,80.2000000178814,162.40000000596046,13248,2.1,95.6
36,2026-04-01T07:44:03.075Z,865.97,104,17.4,575.75,106.08,72.36,85.96,1197,38.74,96,2,94,38.74,17.27,2.35,19.12,0,0,72.59999999403954,189.2999999821186,13246,2.1,95.5
37,2026-04-01T07:44:11.706Z,866.23,105,17.4,575.77,106.33,72.35,85.96,1292,40.13,96,2,94,40.13,17.29,3.72,19.12,0,0,165.7000000178814,284.7000000178814,13248,2.1,95.4
38,2026-04-01T07:44:19.989Z,866.1,104,17.45,575.82,106.08,72.36,85.97,1268,38.9,96,2,94,38.9,17.28,2.49,19.12,0,0,83.59999999403954,260.2999999821186,13246,2.1,95.5
39,2026-04-01T07:44:28.935Z,865.92,104,17.39,575.75,106.09,72.32,85.96,1770,38.24,96,2,94,38.24,17.3,1.81,19.13,0,0,86.90000000596046,169.09999999403954,13248,2.1,95.6
40,2026-04-01T07:44:37.368Z,865.85,104,17.35,575.67,106.08,72.36,85.97,1369,38.91,96,2,94,38.91,17.29,2.49,19.12,0,0,75.7999999821186,283.5,13248,2.1,95.5
41,2026-04-01T07:44:45.784Z,866.05,104,17.39,575.8,106.08,72.4,85.97,1265,40.19,96,2,94,40.19,17.35,3.72,19.12,0,0,135.89999997615814,256.59999999403954,13246,2.1,95.4
42,2026-04-01T07:44:53.894Z,865.8,104,17.37,575.68,106.08,72.31,85.96,1184,38.24,96,2,94,38.24,17.31,1.81,19.12,0,0,91.60000002384186,175.7000000178814,13248,2.1,95.6
43,2026-04-01T07:45:02.414Z,866.19,105,17.39,575.74,106.33,72.36,85.96,1182,38.22,96,2,94,38.22,17.3,1.81,19.12,0,0,91.09999999403954,174.09999999403954,13246,2.1,95.6
44,2026-04-01T07:45:10.705Z,865.86,104,17.37,575.67,106.08,72.35,85.96,1290,38.9,96,2,94,38.9,17.28,2.49,19.13,0,0,79.2999999821186,199.09999999403954,13246,2.1,95.5
45,2026-04-01T07:45:19.188Z,866,104,17.48,575.71,106.07,72.36,85.97,1161,38.21,96,2,94,38.21,17.28,1.81,19.12,0,0,72.59999999403954,152.90000000596046,13246,2.1,95.6
46,2026-04-01T07:45:27.505Z,865.85,104,17.36,575.69,106.09,72.32,85.97,1175,38.22,96,2,94,38.22,17.28,1.81,19.13,0,0,83.39999997615814,165.7999999821186,13248,2.1,95.6
47,2026-04-01T07:45:35.757Z,865.98,104,17.36,575.84,106.08,72.32,85.97,1170,38.23,96,2,94,38.23,17.29,1.81,19.13,0,0,85.90000000596046,164.40000000596046,13248,2.1,95.6
48,2026-04-01T07:45:44.296Z,865.97,104,17.35,575.75,106.09,72.4,85.97,1171,38.22,96,2,94,38.22,17.28,1.81,19.13,0,0,79.40000000596046,162,13248,2.1,95.6
49,2026-04-01T07:45:52.958Z,865.98,104,17.39,575.75,106.1,72.36,85.97,1508,38.23,96,2,94,38.23,17.29,1.81,19.13,0,0,308.5,391.90000000596046,13248,2.1,95.6
50,2026-04-01T07:46:01.255Z,865.98,104,17.43,575.72,106.08,72.36,85.97,1294,38.31,96,2,94,38.31,17.38,1.81,19.12,0,0,200.39999997615814,285.80000001192093,13248,2.1,95.6
